DISPLAYTIME,SNAPTIME,ELAPSEDTIME,INSTNAME,DBNAME,GROUP_NUMBER,DISK_NUMBER,DISKGROUP_NAME,READS,WRITES,READ_TIME,AVG_READ_TIME,WRITE_TIME,AVG_WRITE_TIME,BYTES_READ,BYTES_WRITTEN,COLD_BYTES_READ,COLD_BYTES_WRITTEN,COLD_READS,COLD_USED_MB,COLD_WRITES,CREATE_DATE,DISK_NAME,FAILGROUP,FAILGROUP_TYPE,FREE_MB,HEADER_STATUS,HOT_BYTES_READ,HOT_BYTES_WRITTEN,HOT_READS,HOT_USED_MB,HOT_WRITES,LABEL,MOUNT_DATE,OS_MB,PATH,PREFERRED_READ,PRODUCT,READ_ERRS,REDUNDANCY,REPAIR_TIMER,SECTOR_SIZE,TOTAL_MB,UDID,VOTING_FILE,WRITE_ERRS
2022-02-22 20:14:20,2022-02-22 20:14:20.914882,58.127912,cdb2,cdb,1,4,DATA,0,0,0,0,0,0,0,0,0,0,0,4436,0,2022-01-24 16:38:00,DATA_0004,DATA_0004,REGULAR,61100,MEMBER,0,0,0,0,0,DATA05,2022-01-24 19:11:58,65536,AFD:DATA05,U,,0,UNKNOWN,0,512,65536,,N,0
2022-02-22 20:14:20,2022-02-22 20:14:20.914882,58.127912,cdb1,cdb,1,4,DATA,0,1,0,0,0.000999999999976353,0.000999999999976353,0,24576,0,24576,0,4436,1,2022-01-24 16:38:00,DATA_0004,DATA_0004,REGULAR,61100,MEMBER,0,0,0,0,0,DATA05,2022-01-24 19:11:58,65536,AFD:DATA05,U,,0,UNKNOWN,0,512,65536,,N,0
2022-02-22 20:14:20,2022-02-22 20:14:20.914882,58.127912,cdb1,cdb,1,6,DATA,2,3,0.000999999999976353,0.000499999999988177,0.00499999999999545,0.00166666666666515,32768,65536,32768,65536,2,4434,3,2022-01-24 16:38:00,DATA_0006,DATA_0006,REGULAR,61102,MEMBER,0,0,0,0,0,DATA07,2022-01-24 19:11:58,65536,AFD:DATA07,U,,0,UNKNOWN,0,512,65536,,N,0
2022-02-22 20:15:19,2022-02-22 20:15:19.031431,58.116549,cdb2,cdb,1,5,DATA,0,1,0,0,0.00199999999858846,0.00199999999858846,0,8192,0,8192,0,4423,1,2022-01-24 16:38:00,DATA_0005,DATA_0005,REGULAR,61113,MEMBER,0,0,0,0,0,DATA06,2022-01-24 19:11:58,65536,AFD:DATA06,U,,0,UNKNOWN,0,512,65536,,N,0
